ID,Sexo,Idade,TempTrab,FatDecCar,FatDecCarOut,FaseCarreira,CarreiraInvestimento,CarreiraInvestimentoOutro,PlanejCarreira01,PlanejCarreira02,PlanejCarreira03,PlanejCarreira04,PlanejCarreira05,PlanejCarreira06,PlanejCarreira07,PlanejCarreiraoutro,PalavraCarreira,PalavraCarreiraOutro,Mudança,MudançaVezes,EstadoCivil,EstadoCivilOutro,Filhos,QuantosFilhos,Renda,OrientaçãoSexual,OrientaçãoSexualOutro,Escolaridade,ÁreaCurso01,ÁreaCurso02,ÁreaCurso03,ÁreaCurso04,ÁreaCurso05,ÁreaCurso06,ÁreaCurso07,ÁreaCurso08,Curso,IdadeComeçouTrabalhar,Estado,ÁreaTrabalho,ÁreaTrabalhoOutro,Gestor,PensaCarreira,Empresa10anos,TrabalharTemporari,TrabalharTemporariVezes,FatTrabalharTemp01,FatTrabalharTemp02,FatTrabalharTemp03,FatTrabalharTemp04,FatTrabalharTemp05,FatTrabalharTemp06,FatTrabalharTemp07,FatTrabalharTemp08,AEO01,AEO02,AEO03,AEO04,AEO05,AEO06,ACSF01,ACSF02,ACSF03,ACSF04,ACSF05,ACSF06,ACSF07,ACSF08,ACSF09,ACSF10,ACSF11,ACSF12,ACSF13,ACP01,ACP02,ACP03,ACP04,ACP05,ACP06,ACP07,ACP08,ACP09,ACP10,ACP11,ACP12,ACP13,ACP14,PPC01,PPC02,PPC03,PPC04,PPC05,PPC06,PPC07,PPC08,PPC09,PPC10,PPC11,PPC12,PPC13,PPC14,PPC15,PPC16,PPC17,PPC18,PPC19,EEC01,EEC02,EEC03,EEC04,EEC05,EEC06,EEC07,EEC08,EEC09
17,2,40,22,3, ,2,1, , , , , , ,1, , ,8, ,1, ,4, ,2,1,3,1, ,6, , , , , , , ,1,Educação Física,16,1,5, ,1,2,5,1, , , , , , , , , ,5,5,4,5,3,4,4,3,2,1,1,2,1,5,1,4,4,3,4,5,3,4,4,3,4,3,4,1,1,1,1,1,1,5,3,4,5,5,5,5,3,4,3,5,5,4,3.8715953307393,2,5,5,5,5,5,5,4,5,5,3,5,5,5
59,1,40,10,3, , ,2, , , ,1, , , , , , , , , , , , , ,6,4, ,3, , , , , , , , , ,21,1,4, ,1, , , , ,1, , , , , , , ,5,5,4,5,5,5,5,4,3.25641025641026,1,1,5,5,5,3.3978102189781,4,5,5,5,5,5,5,3,3,4.24719101123596,5,5,5,3,5,4,5,5,5,4.32818532818533,4,5,1,2,2,5,5,5,2,4.00387596899225,2,5,5,5,2,2,2,5,2,5,3,5,5,3,3,5
63,1,40,7,3, ,2,1, ,1, , , , , , , ,1, ,1, ,1, ,2,1,2,1, ,4, , , , , , , , , ,18,1,1, ,1,1,2,1, , , , , , , , , ,5,4,5,5,3,4,4.39272727272727,5,5,4,5,4.10545454545455,3.04029304029304,4.27007299270073,3.3978102189781,2.61594202898551,3.13503649635036,2.8974358974359,2.90217391304348,4,5,3.41044776119403,5,5,5,4,4,3.23791821561338,3.43984962406015,5,5,3.84328358208955,3.93609022556391,5,5,5,5,3,4,1,2,4,3,4,5,5,5,5,2,5,3,5,1,5,4,4,1,1,2,1,2
1,1,41,18.0271739130435,6, ,2,3, , ,1,1, , ,1, , ,2, ,1, ,4, ,2,1,3,1, ,8, , , , , , , ,1,PSICOLOGIA,23,1,4, ,1,2,2,1, , , , , , , , , ,5,5,4,5,4,5,5,4,5,5,5,5,5,5,1,1,2,1,1,5,3,4,3,3,3,4,4,5,2,3,4,4,4,4,2,3,2,4,5,5,3,4,4,4,3,4,4,4,3,5,5,4,4,4,5,4,3,2,4,4,3
74,2,41,12,3, ,1,3, , , , , , ,1, , ,2, ,0,4,3, ,2,1,2,1, ,4, ,1, , , , , , , ,18, ,4, ,1,2, ,2, , , , , , , , ,1,3,3,4,5,5,1,5,5,3,3,3,4,4,5,5,3,3,3,5,3,5,5,5,5,5,3,3,3,4,4,4,4,3.93609022556391,5,5,5,3,3,3,5,4,4,3,3,4,4,5,4,4,2,2,3,5,4,4,3,4,5,5,4,4
7,1,41,22,1, ,2,2,Leituras, , , ,1, ,1, , ,7, ,1, ,2, ,2,2,4,1, ,6, , , , , , , , , ,21,1,1, ,1,2,3,1, , , , , , , , , ,4,4,2,2,4,4,3,5,5,5,5,5,2,5,2,1,4,2,2,4,4,3,5,4.31111111111111,4,2,3,2,4,5,5,3,5,5,5,3,4,3,5,5,5,2,5,3.43190661478599,2,3,2,4,1,5,3,4,3,4,4,3,5,2,2,5,4
1,1,42,18.0271739130435,3, ,2,1, , , ,1, , ,1, , ,2, ,1, ,4, ,2,2,5,1, ,5, , , , , , ,1, ,Arquitetura e urbanismo,21,28,2, ,1,2,1,0,1, , , , , , ,1, ,4,5,3,4,4,4,5,5,5,5,5,5,5,5,3,3,2,2,2,4,4,3,4,3,4,3,4,4,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,4,5,5,1,3,4,5,2,3,4,3,4,1,2,4,3
1,1,42,14,5, ,2,2, , , ,1, ,1, , , ,2, ,0,1,2, ,2,1,5,1, ,7, , , , , , , ,1,Psicologia,27,1,0,Serviço público,1,2,5,0,1, , , , , ,1, , ,2,4,4,4,5,4,4,2,2,1,2,2,1,3,4,4,1,4,4,4,4,2,4,5,4,4,4,4,4,5,5,5,5,5,4,3,2,4,4,3,4,3,3,3,2,2,2,3,3,3,3,5,4,4,5,4,4,1,3,3,3
1,1,42,10,1, ,2,3, ,1,1, , , , , , ,2, ,1, ,4, ,2,1,6,1, ,6, , , , , , , ,1,Psicologia,18,1,4, ,1,2,1,1, , , , , , , , , ,4,5,3.7923875432526,4.27681660899654,4.04895104895105,4.15916955017301,4.39272727272727,3.84057971014493,3.25641025641026,3.34657039711191,3.52536231884058,4.10545454545455,3.04029304029304,4.27007299270073,3.3978102189781,2.61594202898551,3.13503649635036,2.8974358974359,2.90217391304348,4.10989010989011,4.37686567164179,3.41044776119403,4.16974169741697,4.31111111111111,4.24719101123596,3.46666666666667,3.7970479704797,3.23791821561338,3.43984962406015,3.85393258426966,4.11152416356877,3.84328358208955,3.93609022556391,4.12692307692308,4.32818532818533,4.13178294573643,3.7109375,3.94117647058824,4.03846153846154,4.27027027027027,4.15891472868217,3.92248062015504,4.35521235521236,3.43190661478599,4.00387596899225,3.20769230769231,3.8715953307393,4.03100775193798,2.77131782945736,4.15830115830116,4.01158301158301,4.05019305019305,3,2,5,5,3,4,4,4,5
46,1,42,20,3, ,1,3, , , ,1, , , , , ,1, ,1, ,4, ,2,1,2,1, ,5, , , , , , , , ,Fisioterapia,22,1,4, ,1,2, ,1, , , , , , , , ,1,5,4,4,5,5,5,5,5,5,3,3,5,4,5,4,2,2,3,3,5,4,4,4,4,5,4,1,2,4,4,3,3,3,5,5,5,4,4,3,5,3,4,5,3,3,4,4,3,2,4,3,3,5,5,5,5,4,5,5,5,5
10,1,42,18.0271739130435,5, ,1,1, , , ,1, , , , , ,1, ,1, ,1, ,2,2,1,1, ,4, ,1, , , , , , ,Enfermagem,14,1,4, ,1,1,5,0,3, , , , ,1, , , ,4,2,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,4.24719101123596,5,5,1,1,1,5,1,5,5,5,5,1,3,3,5,3,5,5,5,5,1,5,4,5,5,5,5,4,3,5,3,4,4,5,5,5
4,1,42,25,6, ,2,1, , , ,1, ,1, , , ,1, ,0,3,3, ,2,2,5,1, ,2, , , , , , , , , ,15,1,3, ,1,2,5,0,2,1, ,1, ,1,1, , ,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4,5,4,4,4,5,5,5,5
1,1,43,18.0271739130435,3, ,1,2, , , ,1, , , , , ,1, ,1, ,4, ,2,1,3,1, ,5, , , , , , , ,1,Pedagogia,42,1,5, ,1,2,3,0,1, , , , , , ,1, ,4,4,4,4,4,4,5,5,1,1,1,5,1,5,5,5,5,5,1,5,5,1,5,5,5,3.46666666666667,5,1,1,1,5,1,5,4,5,2,4,4,2,4,5,5,5,2,2,5,2,5,2,5,5,5,5,5,5,5,5,5,1,3,3
1,1,43,11,3, ,2,3, ,1,1,1,1, , , , ,1, ,1, ,4, ,2,2,5,1, ,6, ,1, , , , , ,1,Psicologia,18,1,0,Recursos Humanos,1,2,1,1, , , , , , , , , ,4,5,5,4,5,5,5,5,5,5,4,3,5,4,3,1,4,5,3,5,5,5,4,5,4,5,5,3,4,4,5,5,5,1,5,2,5,5,5,5,5,2,4,3,5,1,5,5,2,5,5,5,2,4,5,5,4,1,5,1,1
1,2,43,18.0271739130435,5, ,2,6, ,1, , , ,1,1, , ,3, ,1, ,4, ,2,1,5,1, ,7, , , , , , ,1, ,Engenheira de producao,22,1,1, ,1,2,3,1, , , , , , , , , ,1,4,2,1,3,3,3,2,2,2,2,2,2,3,3,4,3,2,5,3,3,1,2,1,1,1,2,1,4,3,2,3,3,5,5,5,3,5,5,5,5,5,5,4,4,3,3,4,1,3,5,3,5,5,5,5,5,5,3,4,4
1,2,43,18.0271739130435,5, ,2,1, , , ,1,1, ,1, , ,7, ,2, ,4, ,1, ,4,1, ,3, , , , , , ,1, ,Técnico em Eletrônica e Piloto de Aeronaves,17,19,0,Militar,1,1,1,1, , , , , , , , , ,4,4,4,5,4,4,4,4,5,1,5,5,4,5,4,3,4,3,5,1,3,1,4,5,4,1,1,3,5,5,5,4,1,4,3,4,4,4,5,5,3,3,3,2,4,3,4,4,1,4,3,4,3,3,3,4,3,4,1,3,1
1,1,44,24,3, ,2,1, , , , , , ,1, , ,2, ,1, ,4, ,2,1,5,1, ,7, , , , , , ,1, ,Engenharia elétrica,19,1,0,Militar,1,1,1,0,2, , , , , , ,1, ,5,5,4,4,4,4,4,3,4,4,4,4,4,5,2,1,4,1,1,5,4,2,3,3,2,3.46666666666667,5,2,4,5,5,3,3,4,4,4,4,4,5,4,3,3,4,3,3,3,3,4,2,4,5,4,4,4,4,3,4,2,4,4,4
1,1,45,18.0271739130435,1, ,2,6, , , , , , ,1, , ,3, ,1, ,2, ,2,1,4,1, ,6, , , ,1, , , , ,Administração de Empresas,17,1,1, ,1,2,4,0,2, , ,1, , ,1, , ,2,4,2,3,4,4,5,5,5,5,5,5,1,5,2,1,2,1,1,5,3,3,4,4,3,2,4,3,2,3,5,4,5,5,5,3,2,4,2,5,5,2,5,2,3,5,5,4,3,3,2,4,2,4,5,3,2,4,1,3,3
1,1,45,18.0271739130435,5, ,4,3, , , ,1, , ,1, , ,0,Superação,1, ,3, ,2,1,5,1, ,6, , , , , , , ,1,Educação Física e Direito,17,1,2, ,1,2,2,1, , , , , , , , , ,3,5,4,5,4,5,3,1,5,5,4,4,4,4,3,3,2,4,1,5,1,5,3,3,1,3,1,3,5,5,4,5,4,4,5,5,1,5,5,5,5,4,5,4,5,4,5,4,1,4,4,1,3,4,4,4,4,1,3,5,4
67,2,45,18.0271739130435,3, ,1,5, , , ,1, , , , , ,3, , , ,4, , , ,1,1, ,4, , , , , , , , , ,16,28,6,Nenhum. Desempregado.,1,2,1,1, , ,1, , , , , , ,4,4,3,3,4,4,5,3,3,4,2,5,3,4,3,3,2,5,5,3,5,4,5,5,5,4,2,2,1,1,3,4,5,3,5,4,5,3,5,5,5,3,4,4,5,3,5,5,3,4,5,4,4,4,4,5,5,4,4,3,3
52,1,46,18,3, ,2,1, , , , , , ,1, , ,9, ,1, ,1, ,1, ,3,1, ,6, , , , , , , ,1,Educação Física,17,1,5, ,1,2,3,1, , , , , , , , , ,4,4,4,5,5,4,5,5,1,1,5,5,1,5,4,1,1,1,1,5,5,4,1,4,4,3,4,4,5,5,1,5,5,5,5,5,1,4,4,5,5,5,5,1,5,1,5,4,4,4,4,5,3.95061728395062,1,5,5,5,1,5,2,5
1,1,47,18.0271739130435,3, ,2,2, , , , , ,1, , , ,1, ,1, ,4, ,1, ,5,1, ,6, , , , , , , ,1,Psicologia,23,5,0,Autônoma como Psicoterapeuta,1,2,2,0,1, , , , , , , ,1,5,5,2,4,4,4,3,1,1,3,3,4,3,5,2,3,3,1,1,5,5,5,5,5,5,3.46666666666667,4,5,5,5,5,5,5,5,5,4,3,4,3,4,3,2,5,3,4,3,4,3,2,5,4,4,4,4,4,4,4,4,4,5,4
1,1,47,18.0271739130435,3, ,2,1, , , , , ,1,1, , ,9, ,1, ,4, ,2,2,6,1, ,7, , , , , , , ,1,Administração e pedagogia,20,27,5, ,1,2,3,1, , , , , , , , , ,2,5,2,5,4,5,5,5,5,5,3,5,3,5,1,1,1,1,1,3,5,3,5,4,3,3,5,3,3,5,5,3,5,5,5,3,5,5,5,5,5,5,5,5,3,2,2,5,1,5,5,4,4,5,4,4,5,4,4,4,3
8,1,47,5,3, ,2,1, , ,1, , , , , , ,9, ,1, ,2, ,2,2,3,1, ,7, , , , , , , ,1, ,18,1,5, ,1,2,2,1, , , , , , , , , ,5,4,4,5,4,5,5,4,4,4,4,5,3,5,4,3,3,4,4,5,5,4,4,3,5,3,4,2,3,3,3,3,3,4,5,5,3,5,4,5,3,5,4,3,5,1,5,2,3,5,3,3,3,5,5,4,5,3,3,3,4
16,1,47,32,3, ,2,5, , , , , , ,1, , ,7, , , ,2, ,2,3,2,1, ,5, , , , , , , ,1,"COmunicação Social, Publicidade e Propaganda",15,1,3, ,1,2,2,1, , , , , , , , , ,4,4,4,5,3,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,1,5,5,5,1,1,1,5,5,5,1,5,3,5,5,2,5,4,4,5,3,2,4,4,4,2,4,1,2,4,3,5,3,5,5,5,5,5,5,2
1,2,50,26,3, ,3,2, ,1, ,1,1,1, , , ,2, ,0,3,2, ,1, ,3,1, ,8,1, , , , , , , ,Agronomia,23,1,2, ,1,2,8,0,4, , ,1,1,1,1, , ,2,4,4,4,4,4,4,4,5,5,5,5,4,4,2,2,2,2,1,5,4,4,4,4,4,4,4,4,5,4,5,4,1,5,2,4,3,4,3,4,4,4,4,4,4,2,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4
1,2,50,32,6, ,2,6, , ,1, ,1, ,1, , ,7, ,1, ,3, ,1, ,4,2, ,6, , , , , , , ,1,Ciências Contábeis,18,27,5, ,1,2,3,0,1, , ,1, , , , , ,5,4,4,5,4,4,4,5,3,4,4,5,1,5,3,1,1,1,1,5,5,4,4,4,4,3.46666666666667,3,4,4,4,4,4,4,4,5,4,4,4,5,5,5,4,3,4,5,4,4,5,4,4,4,4,3,3,4,4,4,2,3,3,3
1,1,50,25,3, ,3,2, ,1, , , , , , , ,2, ,0,2,4, ,2,2,4,1, ,6, , ,1, , , , , ,Ciências  e Arte Educação,17,1,0,Educação,1,2,6,1, , , , , , , , , ,4,5,4,4,4,4,5,4,4,4,4,5,4,4,2,4,4,2,1,5,4,4,4,4,3,3,5,4,4,5,5,5,5,1,3,5,4,1,4,1,2,5,5,4,4,1,5,5,1,5,5,4,4,5,4,5,5,2,4,5,5
1,1,50,18.0271739130435,3, ,2,2, ,1, ,1, , , , , ,9, ,1, ,1, ,2,1,5,1, ,6, , , , , , , ,1,Direito,18,1,1, ,1,2,1,2, ,1, , , , , , ,1,5,4,4,5,5,5,5,3,2,5,3,5,3,5,1,3,1,4,5,5,5,3,4,5,3,5,1,5,3,5,5,5,5,5,5,4,4,4,4,2,2,5,5,2,5,1,5,2,2,5,2,5,5,4,5,4,5,5,4,5,5
15,1,50,28,5, ,4,3, ,1, ,1, , , , , ,1, ,1, ,4, ,2,1,6,1, ,8, , , , , , , , , ,17,1,5, ,1,2,3,1, , , , , , , , , ,5,5,5,5,5,5,4,4,2,4,4,5,5,5,5,4,4,4,4,5,5,5,5,5,5,4,4,3,3,3,1,3,3.93609022556391,3,2,5,4,3,4,4,3,4,5,5,5,3,5,5,4,3,5,4,5,5,5,5,5,5,5,5,5
2,2,50,38,7,Sonho pessoal,1,1, , , ,1, , , , , ,4, ,0,2,2, ,2,2,4,1, ,4, , , , , , , ,1,Educação Física Licenciatura,12,1,4, ,1,2,2,1, , , , , , , , , ,4,5,5,5,5,5,4,4,4,4,5,5,3,5,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,5,5,5,1,4,5,4,4,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5
1,2,51,18.0271739130435,1, ,2,2, ,1,1,1, ,1,1, , ,2, ,1, ,1, ,1, ,5,1, ,6, , , , , ,1, , ,Economia,17,1,1, ,1,1,1,2, , , ,1, , ,1,1, ,4,4,2,4,2,2,4,4,3,4,4,4,3,4,3,3,3,3,2,3,4,3,4,4,3,3,4,3,3,4,4,2,4,4,5,3,4,4,4,4,4,4,4,4,3,2,3,4,4,4,4,4,3,4,4,3,3,3,4,3,3
4,2,51,2,3, ,2,1, , , ,1, , , , , ,4, ,2, ,4, ,2,3,2,1, ,3, , , , , , , , , ,13,1,1, ,1,2,3,1, , , , , , , , , ,4,5,2,5,4,4,5,5,1,1,5,5,5,5,4,4,2,2,2,2,4,2,2,5,5,1,2,1,1,2,5,4,4,2,5,3,5,5,5,4,4,5,2,3,4,1,3,4,2,3,3,2,3,3,4,4,4,3,4,3,4
1,2,52,32,5, ,3,5, , , , , , ,1, , ,3, ,2, ,4, ,2,2,5,1, ,6, , , , , ,1, ,1,Ciências contábeis,18,1,1, ,1,1,0,1, , , , , , , , , ,3,2,4,4,4,4,4,3,2,3,2,2,3,3,3,3,3,3,2,3,3,3,2,2,3,3.46666666666667,4,2,2,3,4,3,3,2,2,3,3,3,5,4,5,2,2,5,3,3,3,5,4,3,4,3,2,3,4,2,1,1,1,4,2
1,1,52,18.0271739130435,3, ,4,1, , , ,1, , ,1, , ,9, ,1, ,4, ,2,2,4,1, ,7, , ,1, , , , , ,Letras,17,1,5, ,1,2,4,1, , , , , , , , , ,5,5,4,5,4,5,5,4,4,4,4,4,4,5,3,2,1,1,1,5,4,5,5,4,4,4,4,3,5,5,5,4,5,4,4,5,5,5,4,5,4,5,5,3,4,2,5,4,4,4,5,5,3,4,3,3,3,5,5,4,4
4,1,52,33,3, ,4,2, , , , , , ,1, , ,9, ,1, ,3, ,2,2,4,1, ,7, , , , , , , , , ,19,1,5, ,1,2,8,1, , , , , , , , , ,4,4,4,5,4,5,5,3,3,3,4,3,3,4,3,2,3,2,2,4,5,4,5,5,3,3,5,1,1,2,5,3,5,5,5,5,5,4,4,5,5,2,5,2,5,1,4,5,2,5,5,2,4,5,5,4,5,5,5,5,5
1,1,53,18.0271739130435,3,Vocação,3,3, , , , , , , ,1,Galguei todas as fases da minha carreira,7, ,1, ,2, ,2,1,3,1, ,5, , , ,1, , , , ,Comunicação Social/Jornalismo,20,1,0,Assessoria de imprensa e literatura,1,2,3,0,3, , , , ,1, ,1,1,4,2,4,5,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,4,1,5,5,4,5,5,3,1,3,5,2,5,4,3,3,4,3,3,4,3,4,3,4
1,1,53,18.0271739130435,3, ,5,3, , , , , , ,1, , ,2, ,1, ,4, ,1, ,5,1, ,4, , , , , , ,1, ,Engenharia Industrial Quimica,18,2,0,Bancaria,1,1,0,0,1, , , , , , ,1, ,5,3,5,5,5,5,5,1,1,3,3,5,5,5,5,1,1,5,3,3,4,1,4,4,4,1,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,1,5,1,1,5,5,5,5,4,3,4,2,3
1,2,53,34,3, ,2,3, , , , ,1, , , , ,2, ,1, ,4, ,2,2,5,1, ,6, , , , , ,1, , ,Economia,18,1,1, ,1,2,10,1, , , , , , , , , ,1,1,1,1,1,1,5,4,4,5,4,4,5,5,1,1,3,3,1,5,5,4,5,5,4,4,4,2,3,5,5,3,5,1,1,5,2,5,5,2,5,5,5,2,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5
1,2,54,18.0271739130435,1, ,4,4, ,1, , , , , , , ,9, ,1, ,4, ,2,3,3,2, ,2,1, , , , , , , ,Técnico agrícola,18,3,3, ,1,1,0,1, , , , , , , , , ,5,5,5,4,4,5,5,1,5,5,5,5,4,5,5,5,5,4,1,5,5,5,5,5,5,1,5,1,5,4,5,4,5,1,2,4,2,5,4,1,1,2,3,2,5,1,4,5,1,2,1,2,4,4,4,4,3,3,3,3,3
1,2,54,18.0271739130435,3, ,4,1, , , , , , ,1, , ,2, ,2, ,4, ,2,2,2,1, ,2, , , ,1, , , ,1,Curso de Manutenção Elétrica Residencial,18,28,2, ,1,2,6,1, , , , , , , , , ,2,1,2,4,3,3,4,4,4,4,4,4,4,5,2,3,2,4,3,4,5,3,4,4,4,2,2,2,2,5,5,5,5,4,4,4,4,2,5,5,4,4,5,2,4,4,4,4,3,4,4,4,3,4,4,4,5,3,4,4,4
1,2,54,27,1, ,3,6, ,1, , , , , , , ,1, ,1, ,4, ,2,1,5,1, ,5, , , , , , ,1, ,Engenharia Mecanica,28,1,1, ,1,1,1,1, , , , , , , , , ,3,4,5,5,5,5,4,3,4,4,4,4,2,4,5,5,5,5,4,3,3,2,3,3,3,3,5,3,3,3,5,3,5,3,3,3,5,4,4,3,5,4,4,4,3,3,3,5,2,2,4,2,4,4,4,4,4,1,3,1,3
1,1,55,18.0271739130435,3, ,4,1, , , , , ,1,1, , ,2, ,1, ,4, ,2,2,4,1, ,6, , ,1, , , , , , UFF,20,1,5, ,1,2,1,1, , , , , , , , , ,5,4,4,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,1,5,5,1,1,5,1,1,5,5,1,5,5,1,5,4,5,4,1,2,5,4,3,2,1,3,3,2,2,4,1,5,5,4,2,3,4,4,5,3,3,3,3
1,2,55,18.0271739130435,5, ,4,1, ,1,1,1, , , , , ,4, ,1, ,4, ,2,1,5,1, ,6, , , , , , ,1, ,Engenharia Mecânica,18,1,1, ,1,1,1,1, , , , , , , , , ,5,5,5,4,5,5,5,4,5,5,4,5,2,5,1,3,3,3,2,5,4,4,3,3,4,4,4,3,2,1,5,4,5,4,5,3,5,5,5,1,5,5,5,4,4,5,5,5,4,4,5,5,4,4,4,5,5,3,3,2,4
1,1,56,18.0271739130435,3, ,5,3, ,1, , , , , , , ,1, ,1, ,1, ,1, ,4,1, ,6, , , , , , , ,1,Pedagogia,21,28,5, ,1,2,1,1, , , , , , , , , ,4,5,2,3,4,4,5,5,1,4,4,5,5,5,1,3,3,1,3,5,4,2,4,3,3,4,1,2,3,4,5,5,5,2,5,2,2,5,5,5,2,5,5,4,5,2,4,4,1,5,3,4,1,1,1,1,4,1,1,1,1
3,1,56,30,3, ,6,1, ,1, , , , , , , ,2, ,1, ,5, ,1, , ,1, ,5, , ,1, , , , , , ,17, ,5, ,1,2, ,1, , , , , , , , , ,2,2,3,4,4,4,5,5,5,5,5,5,5,5,1,1,1,1,1,5,5,1,5,5,1,1,5,1,5,5,5,5,5,2,4,4,2,3,3,3,4,3,4,2,4,3,3,2,2,4,2,3,2,2,2,2,1,2,2,2,1
1,1,57,35,5, ,4,1, ,1, ,1, ,1, , , ,1, ,1, ,4, ,2,3,3,1, ,5, , ,1, , , , , ,Arte,24,1,0,Professor,1,2,0,1, , , , , , , , , ,4,4,4,5,4,4,4,3,3,3,3,3,2,3,4,4,3,5,5,4,4,4,5,5,3,2,4,3,5,5,5,4,3,5,5,3,2,4,2,5,4,4,3,5,4,1,4,4,1,5,4,4,5,4,5,5,4,4,3,4,4
1,1,57,31,5, ,5,4, , , , , , ,1, , ,3, ,1, ,2, ,1, ,4,1, ,5, , , , , ,1, , ,Ciências Contábeis,20,1,0,Militar,1,1,1,1, , , , , , , , , ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,5,5,1,5,5,5,1,5,1,5,5,5,5,5,5,5,5,1,5,5,5,4,5,5,1,4,5,4,5,5,5,4,5,5,5,5,5,4,4,1,4,4
1,1,58,18.0271739130435,3, ,4,3, , , , ,1, , , , ,9, ,1, ,4, ,2,2,5,1, ,6, , , , , , , ,1,Psicologia,17,1,4, ,1,2,2,1, , , , , , , , , ,5,4,5,5,2,4,1,2,1,1,1,2,3,5,5,1,3,3,1,3,5,4,4,5,5,5,5,5,4,4,5,5,5,1,4,4,4,4,4,2,4,4,4,2,4,3,4,4,1,4,4,3,5,4,4,4,4,4,4,3,3
1,2,60,22,5, ,3,1, ,1,1,1, , , , , ,9, ,1, ,4, ,2,3,2,1, ,2, , , ,1, , , , ,Ciencias,22,1,3, ,1,1,0,1, , , , , , , , , ,4,4,4,4,4,3,3,3,3,4,3,3,3,4,4,3,4,5,5,3,4,3,4,4,4,1,3,3,3,3,4,3,2,3,4,3,2,3,4,2,4,4,3,3,4,1,3,3,2,3,3,4,4,4,4,3,4,3,3,3,4
1,1,60,18.0271739130435,3, ,5,1, ,1, , , , , , , ,1, ,1, ,1, ,2,1,4,1, ,6, , , , ,1, , , ,Licenciatura Bioligia5,19,1,5, ,1,2,0,1, , , , , , , , , ,4,5,4,4,4,4,5,5,1,5,5,5,5,5,1,1,1,1,1,5,1,5,5,5,5,1,5,1,1,1,5,1,5,4,3,4,2,3,4,3,2,3,2,2,4,3,3,3,3,3,3,2,1,1,1,1,2,1,1,2,2
8,1,61,33,5, ,6,1, , , , , , ,1, , ,2, ,1, ,3, ,2,2,4,1, ,5, ,1, , , , , , ,Fonoaudiologia,21,1,4, ,1,2,2,1, , , , , , , , , ,5,5,4,5,4,4,5,5,1,1,1,5,1,5,5,1,1,5,5,1,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,3,2,2,5,5,4,4,5,1,4.00387596899225,4,5,5,4,5,4,2,5,5,4,4,5,4,5,1,1
1,1,62,48,6, ,3,1, , , ,1,1,1,1, , ,2, ,1, ,1, ,2,1,6,1, ,7, , , , , , , ,1,Pedagogia,14,1,5, ,1,2,6,0,0, , , , , ,1, , ,5,4,4,5,4,5,4,4,4,5,4,5,5,5,2,2,2,1,1,4,4,5,5,5,4,3.46666666666667,5,4,4,4,5,4,5,5,3,4,2,4,2,4,1,4,4,1,4,4,4,1,2,5,4,5,4,4,4,3,4,4,5,5,4
1,2,62,18.0271739130435,3, ,5,1, , , , , , ,1, , ,7, ,1, ,4, ,2,3,6,0,Sexo masculino,5, , , , , ,1, , ,Bacharel e licenciatura em química e pós graduação,18,28,0,Aposentado,1,2,1,1, , , ,1, , , , , ,5,5,4,5,4,5,5,4,4,4,5,5,1,5,5,2,2,1,1,5,5,4,3,2,5,4,1,1,1,2,3,2,3,4,4,4,5,3,5,1,1,4,2,4,5,1,5,4,2,2,1,4,1,1,4,4,4,4,3,5,4
1,2,62,18.0271739130435,3, ,5,5, ,1, , , , ,1, , ,4, ,2, ,4, ,2,2,5,1, ,5, , , , , , ,1, ,Engenharia Química,23,1,0,Energia Nuclear,1,2,1,1, , , , , , , , , ,2,2,2,5,2,2,5,5,4,4,4,4,4,4,1,1,1,2,1,4,2,2,2,2,2,1,1,1,1,1,5,4,5,3,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3
12,2,63,42,6, ,6,3, , , ,1,1, , , , ,9, ,1, ,2, ,2,2,6,1, ,6, ,1, , , , , , ,Medicina,17,1,4, ,1,2,1,1, , , , , , , , , ,4,3,2,4,4,3,1,3,1,1,3,4,4,5,4,1,4,1,2,5,4,5,5,5,5,5,1,1,1,1,1,1,1,1,4,3,4,3,3,3,3,3,4,4,4,1,4,4,1,4,4,4,3.95061728395062,3.99601593625498,4.17391304347826,3.97637795275591,4.05905511811024,3.43478260869565,3.62549800796813,3.4703557312253,3.78346456692913
