"","id","Sexo","AEO01","AEO02","AEO03","AEO04","AEO05","AEO06","ACSF01","ACSF02","ACSF03","ACSF04","ACSF05","ACSF06","ACSF07","ACSF08","ACSF09","ACSF10","ACSF11","ACSF12","ACSF13","ACP01","ACP02","ACP03","ACP04","ACP05","ACP06","ACP07","ACP08","ACP09","ACP10","ACP11","ACP12","ACP13","ACP14","PPC01","PPC02","PPC03","PPC04","PPC05","PPC06","PPC07","PPC08","PPC09","PPC10","PPC11","PPC12","PPC13","PPC14","PPC15","PPC16","PPC17","PPC18","PPC19","EEC01","EEC02","EEC03","EEC04","EEC05","EEC06","EEC07","EEC08","EEC09","AEO","MP","MF","AG","DV","ACP","AUTEN","BALAN","CRESC","EEC"
"42",42,1,5,5,5,5,5,5,5,4,4,4,4,4,4,5,1,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,5,5,5,5,4,5,2,5,3,3,4,4,4,3,4,5,4,3,2,3,2,3,4,4,4,4,4,4,4,1,4,0.982071789246646,0.103859175521449,0.0743471595992551,-0.457894891324022,-0.112699267995814,-0.382084470207105,-0.305809097378115,-0.551848990959938,-0.0666602715685681,-0.103366177060675
"43",43,1,5,4,4,4,4,4,3,3,1,1,2,5,4,3,4,4,5,3,3,5,5,5,4,5,5,3.46666666666667,2,3,4,4,5,2,3,2,4,3,2,4,5,3,3,2,4,5,4,2,4,4,4,2,3,4,4,4,4,4,3,3,3,2,4,-0.0745334761189441,-0.582586700119194,0.476325048222016,0.331953104766584,0.0404433306104729,0.216215525309143,-0.524529563668526,-0.403300681248807,-0.685746592526537,-0.250585186931861
"44",44,1,2,4,2,1,2,2,1,2,1,1,1,2,1,1,2,3,5,3,3,3,4,3,1,2,4,3.46666666666667,3,1,2,4,1,3,4,3,2,2,5,3,4,3,3,3,4,3,4,2,2,3,1,2,3,4,2,2,2,2,4,2,2,2,2,-1.14768051690115,-1.65756339924069,0.422991338819579,-1.15099908399217,-0.679123051213552,-1.19008186660668,-0.662008161105201,-0.533987130339397,-0.884056850418905,-1.31113965782462
"45",45,1,4,5,2,4,5,5,5,4,3,4,3,3,1,5,2,1,1,1,1,5,5,5,5,5,5,3.46666666666667,4,4,5,5,5,5,5,5,5,3,4,1,4,2,4,4,4,4,3,3,3,5,1,3,5,1,5,4,5,5,4,3,2,4,3,0.00563526935465281,-0.358560273431043,-1.19915582988797,0.853477789997195,0.491311345377674,0.934540814477209,-0.47547433869661,-0.0540292925299389,-0.491670174611891,0.125425996116002
"46",46,1,5,5,4,5,5,5,5,4,5,5,4,4,5,5,3,1,3,4,4,5,5,4,4,4,5,3.46666666666667,5,4,4,3,4,4,5,1,5,5,2,5,5,4,5,5,5,3,5,2,5,5,1,1,5,4,5,5,5,5,4,4,4,5,5,0.660159091029362,0.45382799680921,0.0441548046620287,-0.145111145667341,-0.0721018415272586,-0.170876746296662,0.0549983694550986,0.265674258258413,0.483101482323787,0.912295767383818
"47",47,2,5,5,5,5,5,5,1,1,1,5,1,5,1,5,5,5,5,5,5,1,1,1,1,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,3,4,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,0.982071789246646,-0.307249274135623,1.35511949382316,-0.434063891240887,-0.0286041349654365,-0.310238698401272,0.326170206977222,0.332658085198932,0.290801953378029,1.47971814783646
"48",48,2,4,4,3,5,4,4,4,2,2,3,3,3,4,4,4,5,5,4,4,2,5,5,5,5,5,4,3,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,3,5,4,5,5,5,3,4,5,5,5,5,5,2,5,-0.243814754854197,-0.493995685747084,0.79878548187595,0.969718396499633,0.525118917663516,1.04480048611013,0.662450648809329,0.8604191561418,0.50093164908863,0.346626846077769
"49",49,1,2,2,2,2,4,2,4,5,3,3,4,4,1,1,3,1,1,1,3,4,3,1,3,3,4,3.46666666666667,1,4,4,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,2,3,2,5,2,4,5,5,5,4,4,4,4,4,4,3,4,-1.11278706853056,-0.427380802330767,-0.815596995451835,-0.903220359218551,-0.0517651996403119,-0.748117730812689,0.35036114220648,0.606456608247324,0.154746139267125,0.0892258073014557
"50",50,2,5,4,4,4,2,4,5,1,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,3,4,5,3,5,5,5,5,4,5,5,5,2,3,1,4,-0.208621286836084,-0.307249274135623,1.35511949382316,1.09119077603392,0.418103064936892,1.07994909072138,0.600451558889045,0.51502573454828,0.504742707523698,0.158246334410653
"51",51,1,5,4,5,5,4,5,5,1,1,5,5,5,1,5,5,5,5,1,1,1,5,5,5,5,5,5,1,5,1,1,5,1,5,4,5,3,2,5,5,4,1,5,5,5,4,5,2,5,1,1,5,5,3,3,4,3,5,2,3,1,3,0.523061723570261,0.319431873613135,0.0466135993536854,1.09119077603392,0.418103064936892,0.711195009938959,-0.00822313283368623,-0.14141220038964,-0.0989763222128639,-0.858707217114052
"52",52,2,4,4,5,5,5,4,5,4,4,5,5,4,5,5,2,3,4,2,3,5,5,5,4,4,3,4,5,4,3,4,5,5,5,5,4,5,4,5,5,4,5,4,5,5,4,2,4,5,4,4,5,5,5,5,5,5,5,3,4,5,5,0.241213268776508,0.541592164687388,0.0437188468431919,-0.280085591513967,0.0614540911154659,-0.197927300794696,0.23053001082005,0.577288584092188,0.197360231491932,0.905680886017421
"53",53,2,5,5,5,5,5,5,5,5,4,5,5,5,3,5,1,5,5,5,5,5,3,3,5,3,3,3.46666666666667,3,1,1,1,5,3,5,5,5,5,3,4,3,3,5,5,5,2,5,3,5,2,2,5,3,3,5,5,5,5,4,4,3,5,5,0.982071789246646,0.673309949030616,1.32479529575953,-0.859217476180477,-0.579374616105417,-0.931463281057968,0.163199865160624,-0.266396509252371,0.497094328106609,0.792168086768348
"54",54,1,5,5,4,4,4,5,4,4,4,4,4,4,4,5,3,1,1,1,1,5,4,4,4,4,4,3,4,3,5,5,5,4,3,4,4,3,4,4,5,4,5,5,5,4,5,4,4,4,2,4,5,4,4,4,4,4,4,3,4,5,4,0.321463588902469,0.122693224644567,-1.21443662881051,-0.557325528554221,-0.109001438643598,-0.490421254342353,0.00431351584313211,0.24491886155357,0.188073070415895,0.0281901170524494
"55",55,1,4,2,4,5,4,4,3,3,5,4,3,4,2,5,2,2,3,3,4,5,3,4,3,4,3,4,4,4,5,5,5,4,5,2,5,3,4,5,5,3,3,4,4,1,4,2,3,5,4,3,3,4,4,5,5,4,3,3,3,5,4,-0.251721690314463,-0.0261621801467951,0.0351751796814953,-0.649273494797062,0.0591461455268212,-0.564434063192926,-0.331209481173093,-0.32709149207698,-0.415326686705236,0.184103139782561
"56",56,2,5,4,4,5,5,5,4,4,4,4,4,4,5,4,4,3,5,5,4,4,5,3,2,1,4,3.46666666666667,4,2,2,2,4,2,2,2,2,5,2,4,3,2,3,2,2,3,3,4,4,2,1,1,5,1,4,4,4,4,4,1,4,2,4,0.444476873565217,0.0555678620668428,0.807487175474715,-1.01695929520424,-0.586086057731947,-1.07910279743429,-0.897243718327994,-0.659589957481256,-0.710066275498667,-0.220497100948995
"57",57,1,5,4,3,4,5,5,4,5,4,4,4,4,4,4,2,1,3,3,3,5,3,3,4,4,3,3.46666666666667,2,4,4,5,5,4,5,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,5,4,5,5,4,4,4,4,4,3,3,5,4,0.0997858847461343,0.00281036312693238,-0.138451619445125,-0.681219379327801,0.050048523439675,-0.596571308077637,-0.0351674834353523,0.00793495076830264,0.0726039749347117,-0.0475059429063411
"58",58,2,2,4,4,4,3,4,4,5,5,5,5,5,4,5,1,1,1,2.8974358974359,1,5,4,3,3,4,4,3,5,3,3,3,1,5,5,5,1,4,2,2,5,5,5,4,4,5,4,3,3,5,1,5,5,4,5,5,5,5,3,5,3,5,5,-0.444236015670579,1.04786696446363,-0.750022020350073,-0.778622375681293,-0.439621261591368,-0.738724647549265,-0.252947517248042,0.272234726231376,-0.248228516546912,0.856747398037646
"59",59,1,5,4,4,5,4,5,5,5,5,5,5,5,4,5,4,1,1,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,1,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,4,1,3,4,0.296072302678836,1.04006223860842,-0.467887655565574,1.38672156579444,0.829585232215433,1.50793358519652,0.489703666875867,0.226861559746596,0.850104586257444,0.452573269505795
"60",60,2,5,4,4,5,5,4,5,5,1,5,1,2,5,5,5,1,5,1,1,5,5,1,5,5,5,1,5,5,1,5,5,5,5,5,5,5,4,4,4,5,5,3,4,2,1,2,3,3,2,4,5,4,4,5,5,3,4,3,4,2,5,0.189887977702824,-0.488288397947472,-0.391491422398013,0.340983925401628,0.495808606871341,0.481545476876643,-0.178924997960593,-0.109962685422296,-0.474052068580968,0.027508749838951
"61",61,1,4,4,3,3,5,2,5,4,3,2,4,4,2,4,2,1,1,3,4,4,5,2,3,5,5,4,5,5,2,5,3,3,3,5,5,5,2,3,2,5,2,1,4,1,5,2,4,2,3,2,2,4,5,3,4,4,1,1,1,1,1,-0.548985197522624,-0.323253352731766,-0.305774657306156,0.180184344476868,0.239752542160727,0.184263997747432,-0.395469982406369,-0.934624186337666,-0.54807509362831,-0.846803178553186
"62",62,2,4,3,3,1,4,4,5,4,3,3,3,3,1,3,3.3978102189781,4,4,3,2,4,5,3,4,5,4,3,1,3,4,5,3,3,1,5,4,3,3,5,5,4,4,4,4,3,3,3,2,3,2,2,3,2,4,4,4,2,4,1,1,2,1,-0.607108512380463,-0.626709351105794,0.228948121629218,-0.176190795142004,-0.151072141165966,-0.193188198668779,-0.428838022576314,-0.437787718234098,-0.567604904284672,-0.859667126234596
"63",63,2,3,4,2,1,4,4,5,5,5,5,5,5,1,5,1,1,1,1,1,5,5,1,1,5,5,1,1,1,1,1,5,1,5,4,2,2,5,3,5,5,5,4,4,4,3,3,2,4,2,5,5,5,2,3,4,4,5,5,1,1,1,-0.723939072602954,0.837462938026909,-1.23743596705825,-0.464191149536319,-0.462201374751328,-0.637591580503693,-0.244544850070831,0.19554115961429,-0.501392905940592,-0.802131188928576
"64",64,2,5,5,4,5,1,5,1,2,1,1,1,5,4,5,5,1,1,1,1,3,3,3,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,1,1,5,5,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,1,5,0.233207239623678,-0.545543937785008,-1.19330344923593,0.341411199491638,0.384827126852693,0.557252971818626,0.323622503976171,-0.151319524728665,0.546775964184924,0.936016184081469
"65",65,1,4,4,5,3,3,3,4,5,3,4,5,5,5,5,3,5,2,3,5,5,5,2,5,1,5,1,5,2,5,5,4,2,5,5,4,3,5,5,3,5,5,5,5,2,4,5,3,3,5,5,3,5,3,3,4.17391304347826,4,4,5,3,3,2,-0.326261699325912,0.531248964083102,0.314082213547989,-0.618809537111216,-0.216052333016547,-0.697655094520218,0.255237649070322,-0.102102669263235,0.0886299526754899,-0.480304554056342
"66",66,2,5,4,5,5,3,4,3,3,4,4,4,4,1,4,4,2,3,2,2,3,3,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,4,3,5,4,4,5,4,5,4,4,5,3,5,4,4,4,0.160656180215544,-0.130139567773467,-0.27870818814499,-0.896669121771432,-0.230571887528866,-0.833104593488476,-0.319483312023702,0.0453845839599664,-0.428147724028007,0.339764341742772
"67",67,2,2,2,4,5,2,5,5,1,4,3,1,2,1,4,5,2,2,1,1,4,5,2,2,4,4,1,5,2,4,4,5,4,5,4,5,5,4,4,2,5,5,4,5,1,2,1,4,5,4,5,4,5,1,2,3,1,1,1,5,3,3,-0.337297879134072,-0.814958141514326,-0.675242084051552,-0.727690764955477,-0.248920940537185,-0.701252480312094,0.228608101575251,-0.00390213242926212,0.00426791927947457,-1.37232280588542
"68",68,1,4,4,2,4,4,4,5,5,5,1,1,5,5,5,5,1,1,1,1,5,4.37686567164179,1,5,5,3,1,2,2,1,5,1,3,3,5,5,3,5,4,5,5,5,4,5,5,5,4,4,5,4,4,3,4,2,2,3,3,4,3,3,2,4,-0.476100358703034,-0.0896715402356922,-1.20767305416481,-0.438212470366624,-0.303360716543912,-0.471691977228485,0.237104700986576,0.434061455373496,0.165181208555614,-0.963559072940736
"69",69,1,5,5,2,5,2,1,5,1,5,1,1,2,1,5,1,1,1,1,1,5,5,1,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,5,4,5,5,5,5,5,5,3.95061728395062,5,5,4,4,5,3.62549800796813,4,5,-0.597758518407258,-0.794675558580031,-1.18549748364451,0.103543876375855,0.312409825167117,0.315122809582863,0.809622843626467,0.636253748143046,1.04605516624574,0.368927117307103
"70",70,2,4,5,4,5,5,4,1,2,2,2,1,2,1,4,5,5,5,5,5,3,5,3,5,3,5,4,4,4,5,3.85393258426966,4,3,3,4,5,3,3,4,2,5,5,4,5,3,5,4,4,5,3,3,2,3,5,4,4,5,4,2,5,4,2,0.212563192517211,-1.0542609549757,1.37866037007984,-0.149553860328827,-0.0975785023473518,-0.204115690572887,-0.00882663699129349,-0.13102843511105,-0.000861266916253348,0.0662675549690874
"71",71,1,5,3,5,5,5,5,5,5,1,1,1,5,1,5,1,5,1,5,1,1,5,5,5,1,5,1,5,1,5,1,5,5,5,5,1,2,3,4,5,4,3,2,1,2,3,4,5,4,2,1,1,1,3.95061728395062,1,5,3,2,3,4,2,2,0.539509020968635,-0.752044923546168,0.155508896066736,-0.561918727626981,-0.491097382983848,-0.582815027561276,-0.996429385189391,-0.725562553114531,-0.948204808497101,-0.828512475095682
"72",72,2,4,3,3,1,2,3,3,5,5,3,4,4,1,3,3,1,2,1,5,1,5,2,5,3,4,4,5,3,2,3,5,3,5,5,5,3,4,5,5,5,5,3,4,3,3,4,3,5,4,4,4,5,2,3,5,1,5,1,1,1,3,-0.860177865946245,-0.182464330588408,-0.44170404489383,-0.386583560420809,-0.173510958631408,-0.449174403311866,-0.0235406628870895,0.143833201966074,-0.403632324617342,-1.13067850941024
"73",73,2,4,5,3,5,2,4,5,5,4,4,2,4,2,3,1,4,4,5,3,3,5,4,3,3,5,2,2,2,1,3,3,2,3,2,5,4,3,4,5,5,5,3,5,3,2,1,3,4,2,3,3,4,3,4,4,3,5,2,5,3,3,-0.225585393383091,-0.344387827939141,0.611577701852026,-0.583805805609218,-0.453780095849942,-0.676052981928845,-0.139465099648566,-0.157221773804325,-0.550590067111629,-0.465885861947713
"74",74,1,4,3,4,5,5,5,5,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,1,1,5,5,5,5,5,1,3,3,4,2,3,5,3,4,4,4,3,1,2,3,1,3,4,1,4,3,3,4,4,4,4,3,4,0.158405145790839,0.239261990064419,0.305267914728649,0.975872993926911,0.239579293842479,0.9619240113719,-0.649811875976907,-0.487618406515578,-0.718304361008652,-0.28109026659124
"75",75,1,3,1,2,3,5,2,5,5,5,1,5,5,5,1,5,1,1,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,5,5,2,5,4,4,5,3,2,4,1,4,1,1,4,1,4,5,5,5,5,5,4,5,1,1,4,1,-0.991727949380182,0.255381958789093,-0.635844676260064,0.764274826417469,0.515127571479519,0.998094933103332,-0.236048195346552,-0.336302536661531,-0.903896693100917,-0.0522182073923663
"76",76,1,3,1,2,3,5,2,5,5,5,1,5,5,5,1,5,1,1,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,3,5,2,5,4,4,5,3,2,4,1,4,1,2,4,1,4,1,5,5,4,4,4,5,5,5,1,3,-0.991727949380182,0.255381958789093,-0.635844676260064,0.764274826417469,0.515127571479519,0.998094933103332,-0.329178761912267,-0.60230949975715,-0.891441163891494,0.0987779805194462
"77",77,1,5,5,5,4,4,5,5,5,1,1,1,5,1,5,5,1,1,1,1,5,5,1,5,5,5,5,1,5,1,1,5,1,5,5,5,5,5,2,5,5,5,5,5,5,5,2,5,5,1,5,5,5,3.95061728395062,5,5,5,5,1,5,3,5,0.548522920362119,-0.727072016346135,-1.18760075644692,0.642969468857857,0.285579230960224,0.397736449189838,0.611315637109747,0.894674288986406,0.883656805323512,0.38170212480777
"78",78,1,2,4,2,5,5,4,5,3,2,2,2,2,2,4,4,5,5,3,3,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,5,5,5,3,3,5,5,5,5,5,5,5,5,1,5,1,5,-0.401586826917969,-0.792585927350356,0.603863421741368,1.21407504185177,0.596377419934556,1.27719387659265,0.736405693584,0.309888388569266,1.01744356200687,0.561735691717351
"79",79,1,2,4,2,5,4,4,5,4,4,4,4,4,3,5,3,4,2,3,1,4,5,2,4,5,5,4,3,4,1,1,5,3,5,5,5,5,5,4,5,5,5,5,5,5,3,5,5,3,5,5,5,2,3,3,5,5,2,3,2,2,5,-0.523310333260248,0.0524741833444268,-0.128899636347968,0.205896408895895,0.0284006052491296,0.100296149191659,0.353666507545841,0.449132428559062,0.555046978871699,-0.338728396179139
"80",80,1,4,5,2,5,4,2,5,1,1,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,1,5,1,1,5,5,1,5,5,5,5,4,3,5,5,5,4,5,4,5,2,5,3,2,3,2,4,5,5,5,5,5,4,5,5,5,-0.467828904146444,0.627310881803786,-1.23063630147118,0.433182044947292,0.0799799071805677,0.199305830352664,0.119879755356086,-0.014585157683682,0.302384330050052,1.22570487592889
"81",81,2,4,4,5,4,2,4,5,5,1,1,5,2,1,5,5,1,1,5,5,5,1,1,5,5,1,1,1,1,5,5,5,5,5,4,3,5,2,3,4,5,5,3,4,3,2,4,3,2,4,4,4,4,4,5,4,3,1,1,3,4,4,-0.155860334986839,-0.61058999208308,0.108944885158975,-0.84018573131302,-0.294201369689069,-0.729320794334639,-0.404659658922315,-0.389511511449521,-0.495947387874097,-0.333295167007074
"82",82,1,4,3,4,5,4,4,5,5,1,3,4,4,4,5,3,2,1,2,2,3,5,1,2,2,5,2,2,2,3,4,5,5,5,5,5,4,5,5,5,5,5,3,5,2,4,4,4,5,1,5,5,5,3,3,3,3,5,3,4,1,1,-0.188268708392145,-0.225603944487198,-0.50593166864587,-0.803262913753523,-0.269491470895696,-0.728472495996158,0.447751615531499,0.487383188924181,0.0407041041671923,-0.942664873401306
"83",83,1,5,5,5,5,3,4,5,5,1,3,3,3,1,5,5,1,4,3,5,5,3,3,5,4,5,4,5,5,4,5,1,3,1,5,5,5,3,5,5,5,5,4,5,3,4,1,5,5,3,4,3,5,5,5,5,5,5,5,3,5,5,0.33612872078795,-0.639482110976082,0.206232851108263,-0.207442596134719,0.0398767231515665,-0.184297998252352,0.380515448610337,0.175661377383686,0.286556594203509,1.07338525317316
"84",84,1,4,2,3,4,3,2,3,3.84057971014493,2,3.34657039711191,2,4,3.04029304029304,3,4,3,4,3,4,4,3,4,4,4,3,4,3,4,2,4,4,4,2,5,5,3,5,5,3,4,4.15891472868217,3,5,3,5,3,5,3,5,4,4,4,5,4,5,4,5,4,5,4,5,-0.818393780921234,-0.478908722252124,0.298878985539005,-0.648735763768397,-0.199321403736749,-0.582338220840784,0.0649261441213417,-0.178833775864029,-0.0982700950130837,0.578339780033551
"85",85,2,5,5,4,5,5,5,4,4,4,4,5,5,5,5,2,1,3,3,3,4,5,4,5,4,5,3,5,4,2,4,5,4,5,4,4,5,5,5,5,3,5,4,5,3,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,3,5,0.660159091029362,0.661486683875498,-0.149202926242336,0.0518028809921183,0.152709759423369,0.0458357102920773,0.306721691491486,0.552223047852219,0.555495489268669,0.488634445014239
"86",86,1,4,4,5,5,4,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,0.349491269234634,-0.067322391027445,1.34761069653406,1.38672156579444,0.829585232215433,1.50793358519652,0.570817256862547,0.895785989710594,0.993313663000684,0.678382304738897
"87",87,2,5,5,5,5,5,5,5,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3.7109375,3.94117647058824,3,5,4,3,5,3,2,5,1,5,2,3,4,5,5,5,4,4,5,4,5,4,2,0.982071789246646,-0.307249274135623,1.35511949382316,1.38672156579444,0.829585232215433,1.50793358519652,0.0314692387119532,-0.171747723693261,-0.380069040102379,0.272879000495947
"88",88,1,4,5,4,5,5,4,5,4,4,1,4,4,1,5,1,5,5,1,1,5,1,1,5,5,5,1,5,5,5,1,5,5,1,4,2,2,5,4,2,5,5,3,5,5,5,1,2,4,4,4,4,2,4,3,3,3,3,2,2,3,3,0.212563192517211,-0.295894925949027,0.0578460484401373,-0.343461366600074,-0.104230328562717,-0.205217066761435,-0.25174184394341,-0.014653351522425,-0.580692846832714,-0.814118242148364
"89",89,1,5,4,4,5,3,4,5,1,5,1,5,2,1,1,1,1,1,1,1,5,5,1,5,5,5,5,1,5,5,5,5,5,1,5,5,4,1,4,3,5,2,1,5,1,5,5,2,2,5,5,3,4,3.95061728395062,5,5,2,2,5,5,1,1,-0.0322701649125523,-0.433540709358697,-1.1968254945521,0.764274826417469,0.515127571479519,0.998094933103332,-0.056204341777576,-0.864054089109149,-0.5703352645849,-0.36026388805342
"90",90,2,5,5,4,5,3,5,5,3,5,3,3,3,3,4,3,3,3,3,3,3,5,4,5,5,5,2,3,1,3,3,5,5,5,5,5,3,3,5,4,5,5,5,5,3,3,4,3,5,3,5,5,5,5,5,5,5,4,3,5,5,5,0.381338654361273,-0.315065867730758,0.0808858280252012,0.303689020165769,-0.14317599495912,0.272887639971736,0.433324318460376,0.272565164275887,0.1112145423656,0.902939813440469
"91",91,1,5,5,4,3,5,5,5,3,3.25641025641026,4,3.52536231884058,3,3,4.27007299270073,3,1,3,1,4,5,4,4,3,4,4.24719101123596,1,5,4,1,1,5,5,3,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,3,5,5,5,5,5,5,5,5,5,3.62549800796813,4,5,0.387728105246515,-0.241702823153253,-0.440052848221654,-0.689884565810949,-0.283949885293718,-0.607459510552359,0.885432027578314,0.867488606338791,1.12929327436084,0.995089050541861
"92",92,1,4,2,4,5,4,4,5,1,3,1,1,5,3,5,5,5,5,5,5,3,2,5,5,5,5,5,4,3,4,5,5,5,5,5,5,5,3,4,4,5,5,5,5,4,3,1,5,5,2,5,4,2,4,5,5,5,5,5,5,5,5,-0.251721690314463,-0.48829269030398,1.3608065880993,0.363073774600531,0.217466959777124,0.470665108561454,0.254492926289498,0.191464255637954,0.333013066858968,1.02835215522245
"93",93,1,2,2,1,5,4,4,5,5,1,1,5,5,1,5,5,5,5,1,1,1,5,1,5,5,5,5,5,1,1,1,1,5,1,5,5,5,2,5,2,5,5,5,5,2,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,-0.850145287756923,-0.153049234775225,0.0552405848079682,0.269106055607283,-0.520271490330848,0.220376757506556,0.726210154406582,0.27700146107593,1.00616777573309,1.47971814783646
"94",94,2,4,2,4,1,4,5,5,5,2,1,2,3,4,1,4,1,1,1,5,5,5,1,5,5,5,5,5,1,5,5,1,5,2,5,5,4.13178294573643,2,5,2,5,5,5,5,2,3,4,4,5,2,5,5,5,5,5,5,5,3,5,2,1,3,-0.319201422919211,-0.797520727260644,-0.613556622141832,0.421010724301457,-0.174802478850832,0.444353747869573,0.481837910970984,0.154400765546708,0.333021958628754,0.223710247043854
"95",95,2,2,4,4,4,4,4,5,5,4,1,3,4,4,4,4,3,4,1,3,4,5,3,5,5,3,1,3,4,3,3,1,3,5,5,5,5,5,5,5,5,5,3,5,4,5,1,5,5,1,5,2,3,5,4,5,5,5,4,5,5,4,-0.365824950933028,-0.410241367442692,-0.0817442131242061,-0.195473741381431,-0.158213236191501,-0.288208223246426,0.330226530189227,0.319940746408609,0.223829672807901,0.731694265996051
"96",96,1,2,2,5,4,4,5,4,5,1,3,1,5,1,5,5,2,3,2,3,4,5,2,4,5,5,4,5,3,5,5,4,3,2,5,5,4,4,5,4,5,5,5,5,5,5,1,3,5,1,5,5,5,3,3,4,4,4,4,2,4,5,-0.14369257327946,-0.551620323509176,-0.192350481740337,0.194475674660075,-0.00197597007735425,0.146363730853194,0.568743767169985,0.574817944407442,0.375285979290585,-0.336293361236146
"97",97,1,5,5,3,2,4,3,5,5,1,1,5,2,1,5,1,1,5,5,5,4.10989010989011,4.37686567164179,3.41044776119403,4.16974169741697,4.31111111111111,4.24719101123596,3.46666666666667,3.7970479704797,3.23791821561338,3.43984962406015,3.85393258426966,4.11152416356877,3.84328358208955,3.93609022556391,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,1,5,1,5,5,3,3,3,3,3.43478260869565,3,3,3,-0.345377598913813,-0.621822538087547,0.749516786448119,-0.238459088856495,-0.14852033368269,-0.254152451954991,0.65143099549176,0.273480106463034,0.789722804721188,-0.613580565253565
"98",98,2,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,4,5,5,5,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.319850703888399,1.16711298166597,1.30986443697008,0.938819738258885,0.472588567593771,0.901080663353384,0.617058439932673,0.786349217543495,1.00780683835689,1.47971814783646
"99",99,1,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,4,5,3,5,5,5,3,3,5,4,5,3,5,5,4,5,5,2,3,2,2,4,4,5,4,4,0.278346582566976,1.18482172723813,0.754293396557103,1.19075622060055,0.563387546116899,1.23785816523876,-0.128590368440542,0.522333903478192,-0.263310558615534,-0.707685735109142
"100",100,2,4,5,5,4,4,5,5,4,3,2,4,4,4,5,2,2,2,3,2,5,5,5,5,5,4,4,3,4,3,5,5,5,4,5,5,5,3,5,4,5,5,4,5,2,3,3,4,3,3,4,4,4,3,5,3,4,5,4,4,4,4,0.374533676519874,-0.151332766720065,-0.190821623327553,0.485158845980665,0.342340111602878,0.598436920084467,0.176817565774625,-0.160219482085487,0.0588655509214851,-0.00767610228478342
"101",101,1,4,4,4,5,4,4,4,2,3,3,3,3,2,3,4,2,4,5,5,4,4,4,5,4,3,3.46666666666667,4,4,4,4,5,4,5,5,4,2,4,4,5,4,5,2,4,3,3,4,3,3,2,4,5,5,4,4,4,3,3,3,3,2,2,-0.081144991049488,-0.565443678637388,0.631646816907215,-0.412468938664834,0.0250841196947118,-0.372970636123617,-0.284876453948941,-0.0391693521164148,-0.721059864380495,-0.579895955431515
"102",102,1,4,4,3,4,4,4,5,5,4,2,5,5,4,4,3,3,3,2,3,5,2,3,4,5,5,4,3,4,3,2,3,4,2,5,5,5,3,5,5,4,5,4,5,2,3,4,3,5,4,4,4,3,3,3,4,3,5,1,2,2,3,-0.359653046025212,0.225780827957387,-0.107689286922999,-0.214178195681331,-0.214361028667112,-0.191737577763356,0.0870148423853318,0.0978049751626241,-0.0144217690105791,-0.897507950016322
"103",103,1,4,4,2,5,4,4,4,5,2,4,4,4,4,5,2,3,3,3,4,4,3,3,4,4,2,3,2,4,5,5,5,5,5,5,4,3,4,4,5,4,4,3,3,4,3,2,3,4,2,4,5,5,4,4,5,4,4,3,4,3,4,-0.361417926046191,-0.0297159272116302,0.133564768362763,-0.80258215021755,0.0155170795793626,-0.663695581213939,-0.355306129122532,-0.0990788484803358,-0.621061749688918,0.032479780878629
