"","id","Sexo","AEO01","AEO02","AEO03","AEO04","AEO05","AEO06","ACSF01","ACSF02","ACSF03","ACSF04","ACSF05","ACSF06","ACSF07","ACSF08","ACSF09","ACSF10","ACSF11","ACSF12","ACSF13","ACP01","ACP02","ACP03","ACP04","ACP05","ACP06","ACP07","ACP08","ACP09","ACP10","ACP11","ACP12","ACP13","ACP14","PPC01","PPC02","PPC03","PPC04","PPC05","PPC06","PPC07","PPC08","PPC09","PPC10","PPC11","PPC12","PPC13","PPC14","PPC15","PPC16","PPC17","PPC18","PPC19","EEC01","EEC02","EEC03","EEC04","EEC05","EEC06","EEC07","EEC08","EEC09","AEO","MP","MF","AG","DV","ACP","AUTEN","BALAN","CRESC","EEC"
"225",225,1,4,4,2,5,4,4,5,1,1,1,1,2,1,1,1,1,3.13503649635036,1,5,5,1,1,5,5,4.24719101123596,1,1,1,1,1,5,5,5,5,5,4,5,3.94117647058824,5,5,4,4,5,4,4,1,4,5,4,4,4,4,3.95061728395062,4,4,4,4,4,4,3,4,-0.361417926046191,-1.6387227381927,-0.214638219959665,-0.57801994199022,-0.495882959820199,-0.548823168944989,0.10802427980611,0.131161164770809,-0.05615651165225,-0.106723942256431
"226",226,1,5,4,4,5,4,5,5,5,3,4,5,5,4,4,4,1,1,3,3,5,5,4,4,5,4,5,5,3,1,4,5,5,5,1,5,5,2,5,4,5,5,5,5,1,5,2,5,4,1,5,5,5,4,5,4,3,3,3,5,5,5,0.296072302678836,0.317628861903905,-0.380549861423401,0.152681816039835,0.0546532902486442,0.208770982059374,0.407033679666284,0.0173302628910045,0.649080171509438,0.0839430161838929
"227",227,2,2,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,1,5,5,1,1,1,1,5,1,5,5,1,1,1,5,5,5,5,5,2,5,2,2,5,1,4,4,4,5,1,4,5,5,3,4,4,4,4,5,3,5,5,0.504269537325702,0.294736297799066,1.33646717196141,-1.45692523410213,-0.751193205138579,-1.54269787910349,0.215713599849577,-0.184423403179198,-0.105611853694049,0.0112418280574114
"228",228,1,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,1,3,4,1,5,2,1,5,5,4,4,5,4,5,5,5,5,5,5,5,5,4,5,4,4,4,5,5,4,4,4,4,4,1,5,5,5,4,5,4,4,4,4,4,4,4,-0.349899245116086,1.21658664019393,-0.218097396477552,-0.182054660162587,0.192601307273487,-0.0430393331520619,0.408880954696026,0.068522186213589,0.447173755893247,0.178623654496469
"229",229,2,4,5,5,3,5,4,1,1,1,5,5,5,5,5,5,1,5,1,1,5,5,5,5,5,5,5,5,1,1,5,1,1,1,5,5,5,3,3.94117647058824,5,5,5,5,2,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,0.19336762102731,0.609876803349468,-0.413223777972232,0.775941731850102,-0.0973382005077083,0.466030782466084,0.0179093250719606,0.376730931309395,0.442214421570393,1.23995113249702
"230",230,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,4,3,5,3,3,5,5,5,5,5,3,5,3,3,3,3,3,3,3,3,4,4,3,4,4,3.62549800796813,4,4,0.982071789246646,1.16711298166597,1.30986443697008,0.841435408563933,0.653488710298154,0.998094933103332,-0.137249758013603,-0.160746405383964,0.141196145168811,-0.32875501563814
"231",231,1,5,4,4,5,5,5,5,1,1,1,5,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,1,5,5,5,5,5,5,5,1,5,1,5,5,3.43190661478599,1,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,0.444476873565217,-0.866630637694564,1.37272469025571,0.664539412544623,-0.302954725595537,0.502054889444069,0.405116991210863,-0.376370947440466,0.373450716731312,1.47971814783646
"232",232,2,3,5,4,3,5,3,5,5,5,1,1,5,1,1,5,1,5,5,5,5,1,1,5,1,1,1,5,1,5,5,5,5,5,3,4,4,3,4,3,4,4,5,4,3,2,1,1,2,3,4,5,4,4,3,3,5,3,3,3,1,3,-0.256988857717535,-0.594242854430185,0.749052461675592,-1.58361025633757,-0.513627907763394,-1.44567203471112,-0.417842457175225,-0.441877617550875,-0.554582405347825,-0.547542127474811
"233",233,2,1,4.09310344827586,3.7923875432526,4.27681660899654,4.04895104895105,4.15916955017301,1,3.84057971014493,3.25641025641026,3.34657039711191,3.52536231884058,4.10545454545455,3.04029304029304,4.27007299270073,3.3978102189781,2.61594202898551,3.13503649635036,2.8974358974359,2.90217391304348,1,4.37686567164179,3.41044776119403,4.16974169741697,4.31111111111111,4.24719101123596,3.46666666666667,3.7970479704797,3.23791821561338,3.43984962406015,3.85393258426966,4.11152416356877,3.84328358208955,3.93609022556391,3,4.32818532818533,4.13178294573643,3.7109375,3.94117647058824,4.03846153846154,4.27027027027027,4.15891472868217,3.92248062015504,4.35521235521236,3.43190661478599,4.00387596899225,3.20769230769231,3.8715953307393,4.03100775193798,2.77131782945736,4.15830115830116,4.01158301158301,4.05019305019305,4,3.99601593625498,4.17391304347826,3.97637795275591,4.05905511811024,3.43478260869565,3.62549800796813,3.4703557312253,3.78346456692913,-0.269083303678056,-0.118829965774512,-0.0497325567329424,-0.238459088856495,-0.14852033368269,-0.254152451954991,-0.160279212947563,-0.0889846295547881,-0.176126410275904,-0.212532069691159
"234",234,1,4,5,5,3,4,5,4.39272727272727,3.84057971014493,3.25641025641026,3.34657039711191,3.52536231884058,4.10545454545455,3.04029304029304,4.27007299270073,3.3978102189781,2.61594202898551,3.13503649635036,2.8974358974359,2.90217391304348,4.10989010989011,4.37686567164179,3.41044776119403,4.16974169741697,4.31111111111111,4.24719101123596,3.46666666666667,3.7970479704797,3.23791821561338,3.43984962406015,3.85393258426966,4.11152416356877,3.84328358208955,3.93609022556391,4.12692307692308,4.32818532818533,4.13178294573643,3.7109375,3.94117647058824,4.03846153846154,4.27027027027027,4.15891472868217,3.92248062015504,4.35521235521236,3.43190661478599,4.00387596899225,3.20769230769231,3.8715953307393,4.03100775193798,2.77131782945736,4.15830115830116,4.01158301158301,4.05019305019305,3.95061728395062,3.99601593625498,4.17391304347826,3.97637795275591,4.05905511811024,3.43478260869565,3.62549800796813,3.4703557312253,3.78346456692913,0.296750344177089,-0.118829965774512,-0.0497325567329424,-0.238459088856495,-0.14852033368269,-0.254152451954991,-0.126697291416756,-0.0813246748267526,-0.160935552956934,-0.294309109579026
"235",235,1,2,1,2,5,5,1,5,5,5,1,1,2,1,5,1,1,1,1,1,1,5,1,5,5,1,1,5,1,3.43984962406015,3.85393258426966,4.11152416356877,3.84328358208955,3.93609022556391,4.12692307692308,4.32818532818533,4.13178294573643,3.7109375,3.94117647058824,4.03846153846154,4.27027027027027,4.15891472868217,3.92248062015504,4.35521235521236,3.43190661478599,4.00387596899225,3.20769230769231,3.8715953307393,4.03100775193798,2.77131782945736,4.15830115830116,4.01158301158301,4.05019305019305,3.95061728395062,3.99601593625498,4.17391304347826,3.97637795275591,4.05905511811024,3.43478260869565,3.62549800796813,3.4703557312253,3.78346456692913,-1.03131970226622,-0.794675558580031,-1.18549748364451,-0.515855682740676,-0.449965311017454,-0.559770640181285,-0.126697291416756,-0.0813246748267526,-0.160935552956934,-0.294309109579026
"236",236,1,1,4,4,4,1,1,5,5,5,5,5,5,1,5,1,1,1,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,5,5,4,5,5,5,3,3,4,3,5,2,2,4,3,-1.05401723877832,0.837462938026909,-1.23743596705825,0.841435408563933,0.653488710298154,0.998094933103332,0.748444463921329,0.949439728055748,0.940179471993658,-0.735413169918876
"237",237,1,3.97931034482759,4.09310344827586,3.7923875432526,4.27681660899654,4.04895104895105,4.15916955017301,4.39272727272727,3.84057971014493,3.25641025641026,3.34657039711191,3.52536231884058,4.10545454545455,3.04029304029304,4.27007299270073,3.3978102189781,2.61594202898551,3.13503649635036,2.8974358974359,2.90217391304348,4.10989010989011,4.37686567164179,3.41044776119403,4.16974169741697,4.31111111111111,4.24719101123596,3.46666666666667,3.7970479704797,3.23791821561338,3.43984962406015,3.85393258426966,4.11152416356877,3.84328358208955,3.93609022556391,4.12692307692308,4.32818532818533,4.13178294573643,3.7109375,3.94117647058824,4.03846153846154,4.27027027027027,4.15891472868217,3.92248062015504,4.35521235521236,3.43190661478599,4.00387596899225,3.20769230769231,3.8715953307393,4.03100775193798,2.77131782945736,4.15830115830116,4.01158301158301,4.05019305019305,3.95061728395062,3.99601593625498,4.17391304347826,3.97637795275591,4.05905511811024,3.43478260869565,3.62549800796813,3.4703557312253,3.78346456692913,-0.0930099483351392,-0.118829965774512,-0.0497325567329424,-0.238459088856495,-0.14852033368269,-0.254152451954991,-0.126697291416756,-0.0813246748267526,-0.160935552956934,-0.294309109579026
"238",238,2,4,5,3,4,5,4,5,5,5,5,5,5,1,5,2,2,1,1,1,4,5,4,5,5,4,2,3,3,3,4,4.11152416356877,3,4,4,4,5,3,5,3,5,1,5,5,4,5,5,4,3,5,5,3,5,5,5,5,5,4,3,3,3.4703557312253,5,-0.093394097576617,0.82981805853804,-0.929130546135404,0.0695478214600203,-0.0725615335150991,-0.0162743847644729,0.238247226854603,-0.497833595100333,0.488079399312694,0.522399482238579
"239",239,1,3,3,3,4,3,4,4.39272727272727,3.84057971014493,3.25641025641026,3.34657039711191,3.52536231884058,4.10545454545455,3.04029304029304,4.27007299270073,3.3978102189781,2.61594202898551,3.13503649635036,2.8974358974359,2.90217391304348,4.10989010989011,4.37686567164179,3.41044776119403,4.16974169741697,4.31111111111111,4.24719101123596,3.46666666666667,3.7970479704797,3.23791821561338,3.43984962406015,3.85393258426966,4.11152416356877,3.84328358208955,3.93609022556391,4.12692307692308,4.32818532818533,4.13178294573643,3.7109375,3.94117647058824,4.03846153846154,4.27027027027027,4.15891472868217,3.92248062015504,4.35521235521236,3.43190661478599,4.00387596899225,3.20769230769231,3.8715953307393,4.03100775193798,2.77131782945736,4.15830115830116,4.01158301158301,4.05019305019305,3.95061728395062,3.99601593625498,4.17391304347826,3.97637795275591,4.05905511811024,3.43478260869565,3.62549800796813,3.4703557312253,3.78346456692913,-0.616436893907851,-0.118829965774512,-0.0497325567329424,-0.238459088856495,-0.14852033368269,-0.254152451954991,-0.126697291416756,-0.0813246748267526,-0.160935552956934,-0.294309109579026
"240",240,2,4,4,5,5,4,5,2,2,2,3,3,5,3,4,4,4,5,3,1,5,4,3,4,5,4,4,4,3,3,4,4,3,3,3,4,4,5,5,5,5,5,4,4,4,5,3,3,4,3,3,4,4,3.95061728395062,3,3,4,4,5,3,5,5,0.349491269234634,-0.266278806273661,0.29370363744844,-0.269230105123554,-0.209614273643634,-0.296859314131052,-0.201924062172962,0.112387634143669,-0.131843933122056,-0.171324758951939
"241",241,2,4,4,3,3,2,3,1,5,5,1,5,5,1,5,5,1,1,1,1,5,5,5,5,5,5,1,1,5,5,5,5,5,1,5,5,5,2,3,4,5,5,3,5,1,4,1,3,2,5,5,5,3,5,5,5,5,5,5,5,5,5,-0.685221325407773,0.26774246231382,-1.21905818831235,0.619223170632655,0.470191872983788,0.814987623770053,0.00368932347564395,-0.277752973996897,-0.284612892950416,1.47971814783646
"242",242,2,3.97931034482759,4.09310344827586,3.7923875432526,4.27681660899654,4.04895104895105,4.15916955017301,4.39272727272727,3.84057971014493,3.25641025641026,3.34657039711191,3.52536231884058,4.10545454545455,3.04029304029304,4.27007299270073,3.3978102189781,2.61594202898551,3.13503649635036,2.8974358974359,2.90217391304348,4.10989010989011,4.37686567164179,3.41044776119403,4.16974169741697,4.31111111111111,4.24719101123596,3.46666666666667,3.7970479704797,3.23791821561338,3.43984962406015,3.85393258426966,4.11152416356877,3.84328358208955,3.93609022556391,4.12692307692308,4.32818532818533,4.13178294573643,3.7109375,3.94117647058824,4.03846153846154,4.27027027027027,4.15891472868217,3.92248062015504,4.35521235521236,3.43190661478599,4.00387596899225,3.20769230769231,3.8715953307393,4.03100775193798,2.77131782945736,4.15830115830116,4.01158301158301,4.05019305019305,3.95061728395062,3.99601593625498,4.17391304347826,3.97637795275591,4.05905511811024,3.43478260869565,3.62549800796813,3.4703557312253,3.78346456692913,-0.0930099483351392,-0.118829965774512,-0.0497325567329424,-0.238459088856495,-0.14852033368269,-0.254152451954991,-0.126697291416756,-0.0813246748267526,-0.160935552956934,-0.294309109579026
"243",243,2,4,4,4,4,4,4,5,5,3,3,3,4,4,4,3,4,5,4,3,3,5,3,5,5,5,5,5,5,5,5,5,5,5,1,4,5,4,5,4,5,4,4,4,1,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,-0.205263469852318,-0.365060911048772,0.601543872813902,0.991118823435178,0.701313554631227,1.13977803630956,-0.217387233465413,-0.336907771351947,0.0731263725940866,1.47971814783646
"244",244,1,4,4,3,4,4,4,5,4,4,4,4,4,2,4,4,1,1,1,1,5,5,5,5,5,5,3.46666666666667,2,5,3,5,5,5,5,4.12692307692308,4.32818532818533,4.13178294573643,3.7109375,3.94117647058824,4.03846153846154,4.27027027027027,4.15891472868217,3.92248062015504,4.35521235521236,3.43190661478599,4.00387596899225,3.20769230769231,3.8715953307393,4.03100775193798,2.77131782945736,4.15830115830116,4.01158301158301,4.05019305019305,3.95061728395062,3.99601593625498,4.17391304347826,3.97637795275591,4.05905511811024,3.43478260869565,3.62549800796813,3.4703557312253,3.78346456692913,-0.359653046025212,-0.0581381246324627,-1.2086696332885,0.971166646465922,0.694895135919912,1.09626226025095,-0.126697291416756,-0.0813246748267526,-0.160935552956934,-0.294309109579026
"245",245,1,3.97931034482759,4.09310344827586,3.7923875432526,4.27681660899654,4.04895104895105,4.15916955017301,4.39272727272727,3.84057971014493,3.25641025641026,3.34657039711191,3.52536231884058,4.10545454545455,3.04029304029304,4.27007299270073,3.3978102189781,2.61594202898551,3.13503649635036,2.8974358974359,2.90217391304348,4.10989010989011,4.37686567164179,3.41044776119403,4.16974169741697,4.31111111111111,4.24719101123596,3.46666666666667,3.7970479704797,3.23791821561338,3.43984962406015,3.85393258426966,4.11152416356877,3.84328358208955,3.93609022556391,4.12692307692308,4.32818532818533,4.13178294573643,3.7109375,3.94117647058824,4.03846153846154,4.27027027027027,4.15891472868217,3.92248062015504,4.35521235521236,3.43190661478599,4.00387596899225,3.20769230769231,3.8715953307393,4.03100775193798,2.77131782945736,4.15830115830116,4.01158301158301,4.05019305019305,3.95061728395062,3.99601593625498,4.17391304347826,3.97637795275591,4.05905511811024,3.43478260869565,3.62549800796813,3.4703557312253,3.78346456692913,-0.0930099483351392,-0.118829965774512,-0.0497325567329424,-0.238459088856495,-0.14852033368269,-0.254152451954991,-0.126697291416756,-0.0813246748267526,-0.160935552956934,-0.294309109579026
"246",246,1,3.97931034482759,4.09310344827586,3.7923875432526,4.27681660899654,4.04895104895105,4.15916955017301,4.39272727272727,3.84057971014493,3.25641025641026,3.34657039711191,3.52536231884058,4.10545454545455,3.04029304029304,4.27007299270073,3.3978102189781,2.61594202898551,3.13503649635036,2.8974358974359,2.90217391304348,4.10989010989011,4.37686567164179,3.41044776119403,4.16974169741697,4.31111111111111,4.24719101123596,3.46666666666667,3.7970479704797,3.23791821561338,3.43984962406015,3.85393258426966,4.11152416356877,3.84328358208955,3.93609022556391,4.12692307692308,4.32818532818533,4.13178294573643,3.7109375,3.94117647058824,4.03846153846154,4.27027027027027,4.15891472868217,3.92248062015504,4.35521235521236,3.43190661478599,4.00387596899225,3.20769230769231,3.8715953307393,4.03100775193798,2.77131782945736,4.15830115830116,4.01158301158301,4.05019305019305,3.95061728395062,3.99601593625498,4.17391304347826,3.97637795275591,4.05905511811024,3.43478260869565,3.62549800796813,3.4703557312253,3.78346456692913,-0.0930099483351392,-0.118829965774512,-0.0497325567329424,-0.238459088856495,-0.14852033368269,-0.254152451954991,-0.126697291416756,-0.0813246748267526,-0.160935552956934,-0.294309109579026
"247",247,1,4,4,3,2,4,4,5,1,1,1,1,2,1,5,1,1,1,3,2,4,5,4,3,5,5,3,2,4,2,4,5,4,5,3,5,4,3,4,4,5,5,3.92248062015504,4,3,4,5,3,5,3,4,5,5,5,4,4,5,4,4,3,2,2,-0.460921609535923,-1.29159625953632,-0.443087981041328,0.12546320994302,0.172979390008821,0.135443611664386,-0.0925569531188988,0.118224207525326,-0.208424908418438,-0.0663719642299612
"248",248,1,4,4,4,4,4,4,5,5,1,1,5,5,1,5,1,1,5,5,1,1,5,5,5,5,5,1,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3.43190661478599,5,4,5,5,4,4,5,5,5,5,5,5,4,4,5,5,4,-0.205263469852318,-0.157560468072937,0.312740193823353,0.291965189169446,-0.24049813405818,0.230171177281316,0.699540972089692,0.759075760708772,0.992571566896825,0.854782922306378
"249",249,1,5,5,4,5,4,4,4,2,4,3,4,4,4,5,2,2,1,1,1,5,5,4,5,5,5,3.46666666666667,4,3,3,3,5,4,5,5,2,3,2,4,3,2,5,2,4,2,4,4,3.8715953307393,4,2,3,4,3,3.95061728395062,3.99601593625498,4.17391304347826,3.97637795275591,4.05905511811024,3.43478260869565,3.62549800796813,3.4703557312253,3.78346456692913,0.226235795370826,0.000726312301808141,-0.910151900693783,0.524103676297557,0.0758227677974961,0.41979750961724,-0.5175513688384,-0.373142118941687,-0.675257172124886,-0.294309109579026
"250",250,1,5,5,4,4,4,4,5,4,3,3,4,5,4,4,4,1,4,3,3,3,5,4,4,5,5,3.46666666666667,3,4,5,4,5,3,2,4.12692307692308,4.32818532818533,4.13178294573643,3.7109375,3.94117647058824,4.03846153846154,4.27027027027027,4.15891472868217,3.92248062015504,4.35521235521236,3.43190661478599,4.00387596899225,3.20769230769231,3.8715953307393,4.03100775193798,2.77131782945736,4.15830115830116,4.01158301158301,4.05019305019305,3.95061728395062,3.99601593625498,4.17391304347826,3.97637795275591,4.05905511811024,3.43478260869565,3.62549800796813,3.4703557312253,3.78346456692913,0.0839577938454881,-0.00468254613063719,0.026811126425137,0.286584636125455,0.142493693776103,0.24586487071347,-0.126697291416756,-0.0813246748267526,-0.160935552956934,-0.294309109579026
"251",251,1,3.97931034482759,4.09310344827586,3.7923875432526,4.27681660899654,4.04895104895105,4.15916955017301,4.39272727272727,3.84057971014493,3.25641025641026,3.34657039711191,3.52536231884058,4.10545454545455,3.04029304029304,4.27007299270073,3.3978102189781,2.61594202898551,3.13503649635036,2.8974358974359,2.90217391304348,4.10989010989011,4.37686567164179,3.41044776119403,4.16974169741697,4.31111111111111,4.24719101123596,3.46666666666667,3.7970479704797,3.23791821561338,3.43984962406015,3.85393258426966,4.11152416356877,3.84328358208955,3.93609022556391,4.12692307692308,4.32818532818533,4.13178294573643,3.7109375,3.94117647058824,4.03846153846154,4.27027027027027,4.15891472868217,3.92248062015504,4.35521235521236,3.43190661478599,4.00387596899225,3.20769230769231,3.8715953307393,4.03100775193798,2.77131782945736,4.15830115830116,4.01158301158301,4.05019305019305,3.95061728395062,3.99601593625498,4.17391304347826,3.97637795275591,4.05905511811024,3.43478260869565,3.62549800796813,3.4703557312253,3.78346456692913,-0.0930099483351392,-0.118829965774512,-0.0497325567329424,-0.238459088856495,-0.14852033368269,-0.254152451954991,-0.126697291416756,-0.0813246748267526,-0.160935552956934,-0.294309109579026
"252",252,1,2,4,1,4,3,4,5,5,5,4,1,2,1,5,1,1,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,5,1,1,2,5,5,5,5,3,1,1,3,3,2,1,1,3,1,-0.872285136005435,-0.499959185124726,0.746964668970532,0.975872993926911,0.239579293842479,0.9619240113719,-0.152757566493185,0.523229821491258,-0.195076605049702,-1.65405408292636
"253",253,1,5,5,5,5,4.04895104895105,3,5,5,3.25641025641026,5,5,4.10545454545455,3.04029304029304,4.27007299270073,3.3978102189781,2.61594202898551,3.13503649635036,2.8974358974359,2.90217391304348,5,4.37686567164179,5,4.16974169741697,4.31111111111111,4.24719101123596,3.46666666666667,3.7970479704797,3.23791821561338,3.43984962406015,3.85393258426966,4.11152416356877,3.84328358208955,3.93609022556391,4.12692307692308,4.32818532818533,4.13178294573643,3.7109375,3.94117647058824,4.03846153846154,4.27027027027027,4.15891472868217,3.92248062015504,4.35521235521236,3.43190661478599,4.00387596899225,3.20769230769231,3.8715953307393,4.03100775193798,2.77131782945736,4.15830115830116,4.01158301158301,4.05019305019305,3.95061728395062,3.99601593625498,4.17391304347826,3.97637795275591,4.05905511811024,3.43478260869565,3.62549800796813,3.4703557312253,3.78346456692913,0.301510521905802,0.348267649352044,-0.0568464927390328,-0.148716552546407,-0.124753587912443,-0.172476459213286,-0.126697291416756,-0.0813246748267526,-0.160935552956934,-0.294309109579026
"254",254,1,4,4,5,2,5,5,4.39272727272727,3.84057971014493,3.25641025641026,3.34657039711191,3.52536231884058,4.10545454545455,3.04029304029304,4.27007299270073,3.3978102189781,2.61594202898551,3.13503649635036,2.8974358974359,2.90217391304348,4.10989010989011,4.37686567164179,3.41044776119403,4.16974169741697,4.31111111111111,4.24719101123596,3.46666666666667,3.7970479704797,3.23791821561338,3.43984962406015,3.85393258426966,4.11152416356877,3.84328358208955,3.93609022556391,4.12692307692308,4.32818532818533,4.13178294573643,3.7109375,3.94117647058824,4.03846153846154,4.27027027027027,4.15891472868217,3.92248062015504,4.35521235521236,3.43190661478599,4.00387596899225,3.20769230769231,3.8715953307393,4.03100775193798,2.77131782945736,4.15830115830116,4.01158301158301,4.05019305019305,3.95061728395062,3.99601593625498,4.17391304347826,3.97637795275591,4.05905511811024,3.43478260869565,3.62549800796813,3.4703557312253,3.78346456692913,0.215922211153372,-0.118829965774512,-0.0497325567329424,-0.238459088856495,-0.14852033368269,-0.254152451954991,-0.126697291416756,-0.0813246748267526,-0.160935552956934,-0.294309109579026
"255",255,2,3.97931034482759,4.09310344827586,3.7923875432526,4.27681660899654,4.04895104895105,4.15916955017301,4.39272727272727,3.84057971014493,3.25641025641026,3.34657039711191,3.52536231884058,4.10545454545455,3.04029304029304,4.27007299270073,3.3978102189781,2.61594202898551,3.13503649635036,2.8974358974359,2.90217391304348,4.10989010989011,4.37686567164179,3.41044776119403,4.16974169741697,4.31111111111111,4.24719101123596,3.46666666666667,3.7970479704797,3.23791821561338,3.43984962406015,3.85393258426966,4.11152416356877,3.84328358208955,3.93609022556391,4.12692307692308,4.32818532818533,4.13178294573643,3.7109375,3.94117647058824,4.03846153846154,4.27027027027027,4.15891472868217,3.92248062015504,4.35521235521236,3.43190661478599,4.00387596899225,3.20769230769231,3.8715953307393,4.03100775193798,2.77131782945736,4.15830115830116,4.01158301158301,4.05019305019305,3.95061728395062,3.99601593625498,4.17391304347826,3.97637795275591,4.05905511811024,3.43478260869565,3.62549800796813,3.4703557312253,3.78346456692913,-0.0930099483351392,-0.118829965774512,-0.0497325567329424,-0.238459088856495,-0.14852033368269,-0.254152451954991,-0.126697291416756,-0.0813246748267526,-0.160935552956934,-0.294309109579026
"256",256,1,5,5,2,5,4,2,4.39272727272727,3.84057971014493,3.25641025641026,3.34657039711191,3.52536231884058,4.10545454545455,3.04029304029304,4.27007299270073,3.3978102189781,2.61594202898551,3.13503649635036,2.8974358974359,2.90217391304348,4.10989010989011,4.37686567164179,3.41044776119403,4.16974169741697,4.31111111111111,4.24719101123596,3.46666666666667,3.7970479704797,3.23791821561338,3.43984962406015,3.85393258426966,4.11152416356877,3.84328358208955,3.93609022556391,4.12692307692308,4.32818532818533,4.13178294573643,3.7109375,3.94117647058824,4.03846153846154,4.27027027027027,4.15891472868217,3.92248062015504,4.35521235521236,3.43190661478599,4.00387596899225,3.20769230769231,3.8715953307393,4.03100775193798,2.77131782945736,4.15830115830116,4.01158301158301,4.05019305019305,3.95061728395062,3.99601593625498,4.17391304347826,3.97637795275591,4.05905511811024,3.43478260869565,3.62549800796813,3.4703557312253,3.78346456692913,-0.34288093589301,-0.118829965774512,-0.0497325567329424,-0.238459088856495,-0.14852033368269,-0.254152451954991,-0.126697291416756,-0.0813246748267526,-0.160935552956934,-0.294309109579026
"257",257,1,4,4,3,4,4,4,3,4,4,5,4,4,1,3,4,4,4,4,4,4.10989010989011,4.37686567164179,3.41044776119403,4.16974169741697,4.31111111111111,4.24719101123596,3.46666666666667,3.7970479704797,3.23791821561338,3.43984962406015,3.85393258426966,4.11152416356877,3.84328358208955,3.93609022556391,4.12692307692308,4.32818532818533,4.13178294573643,3.7109375,3.94117647058824,4.03846153846154,4.27027027027027,4.15891472868217,3.92248062015504,4.35521235521236,3.43190661478599,4.00387596899225,3.20769230769231,3.8715953307393,4.03100775193798,2.77131782945736,4.15830115830116,4.01158301158301,4.05019305019305,3.95061728395062,3.99601593625498,4.17391304347826,3.97637795275591,4.05905511811024,3.43478260869565,3.62549800796813,3.4703557312253,3.78346456692913,-0.359653046025212,-0.0551326261011771,0.479917630010753,-0.238459088856495,-0.14852033368269,-0.254152451954991,-0.126697291416756,-0.0813246748267526,-0.160935552956934,-0.294309109579026
"258",258,1,5,4,4,5,4,4,4.39272727272727,3.84057971014493,3.25641025641026,3.34657039711191,3.52536231884058,4.10545454545455,3.04029304029304,4.27007299270073,3.3978102189781,2.61594202898551,3.13503649635036,2.8974358974359,2.90217391304348,4.10989010989011,4.37686567164179,3.41044776119403,4.16974169741697,4.31111111111111,4.24719101123596,3.46666666666667,3.7970479704797,3.23791821561338,3.43984962406015,3.85393258426966,4.11152416356877,3.84328358208955,3.93609022556391,4.12692307692308,4.32818532818533,4.13178294573643,3.7109375,3.94117647058824,4.03846153846154,4.27027027027027,4.15891472868217,3.92248062015504,4.35521235521236,3.43190661478599,4.00387596899225,3.20769230769231,3.8715953307393,4.03100775193798,2.77131782945736,4.15830115830116,4.01158301158301,4.05019305019305,3.95061728395062,3.99601593625498,4.17391304347826,3.97637795275591,4.05905511811024,3.43478260869565,3.62549800796813,3.4703557312253,3.78346456692913,0.0569790412709345,-0.118829965774512,-0.0497325567329424,-0.238459088856495,-0.14852033368269,-0.254152451954991,-0.126697291416756,-0.0813246748267526,-0.160935552956934,-0.294309109579026
"259",259,1,3,5,4,5,5,4,5,5,5,5,5,5,1,5,1,5,5,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,2,3,5,5,5,5,5,1,5,1,5,5,1,5,1,5,5,5,5,5,4,4,5,1,4,0.102074246102216,0.806049023519503,0.0377050444474059,0.975872993926911,0.239579293842479,0.9619240113719,0.400910398840411,-0.0377488569852637,0.604202461901255,0.54187771315606
"260",260,1,3,3,3,1,3,3,4.39272727272727,5,5,5,5,5,1,5,5,5,5,3,1,1,5,3,4,5,5,3,5,5,3,5,5,3,5,5,5,5,3,4,4,5,3,2,3,3,3,1,2,3,1,5,3,1,1,1,5,1,3,3,5,2,2,-0.892959842985312,0.797262434417306,0.392945992436598,0.273958770922247,0.474956333685162,0.259790066411745,-0.406978223326787,-0.578829317206148,-0.723542008203183,-1.18322750319183
"261",261,2,4,3,5,4,4,5,4.39272727272727,3,1,4,1,4.10545454545455,3.04029304029304,3,5,1,3,4,1,2,4.37686567164179,3,3,1,5,1,3,3.23791821561338,3.43984962406015,3.85393258426966,1,3.84328358208955,3.93609022556391,5,5,5,4,4,3,5,3,3,5,5,3,1,1,3,5,5,3,4,3,2,4,1,3,4,2,2,5,0.0831195625194521,-0.551418295289034,-0.188152277125792,-0.988919404661181,-0.443787169376882,-0.992394062338019,0.0415916349824445,-0.328721856895965,-0.464302958452858,-0.89420490719364
